artistid,songid
2gBjLmx6zQnFGQJCAQpRgw,3wMUvT6eIw2L5cZFG1yH9j
2gBjLmx6zQnFGQJCAQpRgw,3ZdJffjzJWFimSQyxgGIxN
2gBjLmx6zQnFGQJCAQpRgw,4bUfMNNmiCmPXVyWzIfKeZ
2gBjLmx6zQnFGQJCAQpRgw,1LnEW2Dx4pFZ4yZ4dXFY4f
07W0YfsvHM7Mw7Bq48Mb0A,1LnEW2Dx4pFZ4yZ4dXFY4f
7k5N7JJKEPUPQfK8whGITe,1LnEW2Dx4pFZ4yZ4dXFY4f
2gBjLmx6zQnFGQJCAQpRgw,3XlqAdd4uGkJpJ9rrtHJKH
6roFdX1y5BYSbp60OTJWMd,3XlqAdd4uGkJpJ9rrtHJKH
2gBjLmx6zQnFGQJCAQpRgw,004vX8VwOOzObeGsrdHomf
59wfkuBoNyhDMQGCljbUbA,1yy2DlSDtEt90d54rPDPXz
7urq0VfqxEYEEiZUkebXT4,1yy2DlSDtEt90d54rPDPXz
5NDMothbpdpq2xHqSjrrWn,1yy2DlSDtEt90d54rPDPXz
59wfkuBoNyhDMQGCljbUbA,2eOuL8KesslTLQERQPu11D
1QPZhx0asYTBxD5RDqfU49,2eOuL8KesslTLQERQPu11D
20N6dS0vq9kMWXUqEkFrBA,2eOuL8KesslTLQERQPu11D
5me0Irg2ANcsgc93uaYrpb,4INDiWSKvqSKDEu7mh8HFz
1wiBLzTI7z9RUwEpNPdFT6,4INDiWSKvqSKDEu7mh8HFz
59wfkuBoNyhDMQGCljbUbA,4INDiWSKvqSKDEu7mh8HFz
4BIQA9vRkqXEnA2twmq7mU,2yr2HnFYl7XvqJk4fXoQBt
6uothxMWeLWIhsGeF7cyo4,2yr2HnFYl7XvqJk4fXoQBt
59wfkuBoNyhDMQGCljbUbA,2yr2HnFYl7XvqJk4fXoQBt
59wfkuBoNyhDMQGCljbUbA,3GMR3hyv8BccozoebVMve3
5me0Irg2ANcsgc93uaYrpb,3GMR3hyv8BccozoebVMve3
5tth2a3v0sWwV1C7bApBdX,3GMR3hyv8BccozoebVMve3
0A7g2YbCA9FlyZvAG6VmKP,3GMR3hyv8BccozoebVMve3
09A1kpyGbzYAPb8cEvee64,3GMR3hyv8BccozoebVMve3
7urq0VfqxEYEEiZUkebXT4,6iajHa34cSiD5s42Cq9miJ
59wfkuBoNyhDMQGCljbUbA,6iajHa34cSiD5s42Cq9miJ
59wfkuBoNyhDMQGCljbUbA,1EM23A621Z0QyTlWKu7T1l
1wiBLzTI7z9RUwEpNPdFT6,1EM23A621Z0QyTlWKu7T1l
1J2VVASYAamtQ3Bt8wGgA6,4hrae8atte6cRlSC9a7VCO
5rkVyNGXEgeUqKkB5ccK83,4hrae8atte6cRlSC9a7VCO
1J2VVASYAamtQ3Bt8wGgA6,2iclfHORMqpR3TxuhwVRhD
5rkVyNGXEgeUqKkB5ccK83,2iclfHORMqpR3TxuhwVRhD
1J2VVASYAamtQ3Bt8wGgA6,1kEruIJPLnM1agV8bnCmSZ
5aEWnrN8h3MhuFUPRfaVuy,1kEruIJPLnM1agV8bnCmSZ
1J2VVASYAamtQ3Bt8wGgA6,5Bi7SC49g4neuXwzgXBeFy
2DlGxzQSjYe5N6G9nkYghR,5Bi7SC49g4neuXwzgXBeFy
4a7eqaOZbZrEj2J37FzJvl,5Bi7SC49g4neuXwzgXBeFy
2DlGxzQSjYe5N6G9nkYghR,7rOIWUhSfjWh4E7443PYE8
1J2VVASYAamtQ3Bt8wGgA6,7rOIWUhSfjWh4E7443PYE8
2mxe0TnaNL039ysAj51xPQ,0DBIL8arX0Zo6eAuxNIpik
2mxe0TnaNL039ysAj51xPQ,5dNfHmqgr128gMY2tc5CeJ
2mxe0TnaNL039ysAj51xPQ,1sVWMLqlYqOmd4praL4HxN
7hJcb9fa4alzcOq3EaNPoG,1sVWMLqlYqOmd4praL4HxN
2mxe0TnaNL039ysAj51xPQ,34I3bDyzo5pegaQysuQYx3
4OBJLual30L7gRl5UkeRcT,34I3bDyzo5pegaQysuQYx3
3aQeKQSyrW4qWr35idm0cy,34I3bDyzo5pegaQysuQYx3
2mxe0TnaNL039ysAj51xPQ,67UivNNJwBPb8XS7r4fGmf
4EnEZVjo3w1cwcQYePccay,771lQyKAtqXRpZ7iM4JsbP
7B4hKK0S9QYnaoqa9OuwgX,3JdyhQORbJkCWT8xfLd8gD
3Mcii5XWf6E0lrY3Uky4cA,3JdyhQORbJkCWT8xfLd8gD
1Wfh3Tz3xOB4JjqTk2zT5K,3JdyhQORbJkCWT8xfLd8gD
6DPYiyq5kWVQS4RGwxzPC7,7iXF2W9vKmDoGAhlHdpyIa
7dGJo4pcD2V6oG8kP0tJRR,7iXF2W9vKmDoGAhlHdpyIa
4Icvbp9RDt5aY2TWDOVDsr,4MeSMK38Szi6mtnmdWKBG1
6DPYiyq5kWVQS4RGwxzPC7,20LxTsa6936zOlzTWqoPVt
7hJcb9fa4alzcOq3EaNPoG,20LxTsa6936zOlzTWqoPVt
3q7HBObVc0L8jNeTe5Gofh,2I9foKseoFQh07p6sD2voE
7B4hKK0S9QYnaoqa9OuwgX,53BZ6XygAoubR5DU5w38Vq
0AuW7OCyKfFrsMbtHrYgIV,2oTDOIAdsxPTE7yAp4YOcv
4EnEZVjo3w1cwcQYePccay,2NRQ80uXOLkfNMXsjuBOxB
34EP7KEpOjXcM2TCat1ISk,119c93MHjrDLJTApCVGpvx
4VmEWwd8y9MCLwexFMdpwt,119c93MHjrDLJTApCVGpvx
2yQf6b8hxahZaT5dHlWaB1,119c93MHjrDLJTApCVGpvx
4OBbOrkD4geIjOLrICN3wO,119c93MHjrDLJTApCVGpvx
4QTIR7KM0trauXspUNduhh,119c93MHjrDLJTApCVGpvx
6O2zJ0tId7g07yzHtX0yap,33ZXjLCpiINn8eQIDYEPTD
3CQIn7N5CuRDP8wEI7FiDA,6qUEOWqOzu1rLPUPQ1ECpx
7Ey4PD4MYsKc5I2dolUwbH,6qUEOWqOzu1rLPUPQ1ECpx
3CQIn7N5CuRDP8wEI7FiDA,6jBCehpNMkwFVF3dz4nLIW
3f5fB1YUbkUnW7cf7I0R48,63BokRfXSQhEU6Qi2dSJpZ
1W9qOBYRTfP7HcizWN43G1,71A6V5dh5Y8ikhm6NGwZ7p
1ZwdS5xdxEREPySFridCfh,2zoobJFEB9h15fjYjRd6oP
4EnEZVjo3w1cwcQYePccay,52IuMfbQa9aqRPz2oYPAI8
34EP7KEpOjXcM2TCat1ISk,1Sgj10byiGzPpI2IrXSFEn
4iCwCMnqsNZ6atvRiADgtn,1Sgj10byiGzPpI2IrXSFEn
4VmEWwd8y9MCLwexFMdpwt,1Sgj10byiGzPpI2IrXSFEn
4OBbOrkD4geIjOLrICN3wO,1Sgj10byiGzPpI2IrXSFEn
2yQf6b8hxahZaT5dHlWaB1,1Sgj10byiGzPpI2IrXSFEn
0G070wUUUBptmqGEKAAUVx,1Sgj10byiGzPpI2IrXSFEn
50NoVNy9GU1lCrDV8iGpyu,1Sgj10byiGzPpI2IrXSFEn
6FD0unjzGQhX3b6eMccMJe,1Sgj10byiGzPpI2IrXSFEn
6ns6XAOsw4B0nDUIovAOUO,1Sgj10byiGzPpI2IrXSFEn
2B4ZHz4QDWJTXPFPgO5peE,7nYvUtkQMx1v80S2FH2s9J
1Oa0bMld0A3u5OTYfMzp5h,7nYvUtkQMx1v80S2FH2s9J
20qISvAhX20dpIbOOzGK3q,5FHXxdJeq1iAE9PjDTEgyd
3zNM2tRfTX6LI1lN2PlrTt,2Vpj5colB0MPy3Zg5SITEC
4P0dddbxPil35MNN9G2MEX,1oTHteQbmJw15rPxPVXUTv
5spEJXLwD1sKUdC2bnOHPg,7qHAjAL7CpadaZLamuBZRm
26s8LSolLfCIY88ysQbIuT,3R8sCwlK9pbFuvpdzAknyG
3Mcii5XWf6E0lrY3Uky4cA,3NGT0Td7H4Is1qrlDQJxma
0auu2itHTxEdAMRHvx7CyG,3NGT0Td7H4Is1qrlDQJxma
34EP7KEpOjXcM2TCat1ISk,24vNw0Z0srb4zYXwrakw8E
4iCwCMnqsNZ6atvRiADgtn,24vNw0Z0srb4zYXwrakw8E
4OBbOrkD4geIjOLrICN3wO,24vNw0Z0srb4zYXwrakw8E
4VmEWwd8y9MCLwexFMdpwt,24vNw0Z0srb4zYXwrakw8E
12mkoe71zJDWs4j0rCeXGR,6lEIjrQNwJPecJ7mMXjhjo
2MRkO7nyapejkugA9e2OUo,1iDg5Sew5NGSxoIC7Qe5GT
1HwM5zlC5qNWhJtM00yXzG,5H0dVldtI6HJZnEXzigKfY
0rG0AZBscc8S8q1ahIsasI,525yPO8r5J6kLostDxm3XK
55Aa2cqylxrFIXC767Z865,525yPO8r5J6kLostDxm3XK
0fbFfVckGKsDbAfYnB5mD1,525yPO8r5J6kLostDxm3XK
7B4hKK0S9QYnaoqa9OuwgX,4cPhuLaWqn0TZCs71wSk6s
3q7HBObVc0L8jNeTe5Gofh,4nva9EpKntUTs6CRSGBCn9
7dGJo4pcD2V6oG8kP0tJRR,6or1bKJiZ06IlK0vFvY75k
6DPYiyq5kWVQS4RGwxzPC7,4LwU4Vp6od3Sb08CsP99GC
7hJcb9fa4alzcOq3EaNPoG,4LwU4Vp6od3Sb08CsP99GC
7dGJo4pcD2V6oG8kP0tJRR,5eGEc27nnhtmcOh6RC890a
5Qi4Bb7a8C0a00NZcA77L0,4XHQyvbrBsQaaBUW1VvmsL
3z3g65U7mmyyBmmDfsQK9x,4IYKjN1DrYzxKXt0umJqsG
2FT75iYuWmycqYrXbVD9cn,4IYKjN1DrYzxKXt0umJqsG
6evKD5JWJON3qPBJtUEmtY,4E5IFAXCob6QqZaJMTw5YN
3Mcii5XWf6E0lrY3Uky4cA,2GrOq1y5gksYrqkc8Jzl9T
4P0dddbxPil35MNN9G2MEX,0cfqYhY6B8PbGF9vaVNUeG
3q7HBObVc0L8jNeTe5Gofh,7JeKXMQKm6GoLGTkNy2jZ0
3q7HBObVc0L8jNeTe5Gofh,6TYPoBrn53njY2C0WwdmA1
0NbfKEOTQCcwd6o7wSDOHI,6TYPoBrn53njY2C0WwdmA1
50UMTib697JJ44le8DO2Va,6TYPoBrn53njY2C0WwdmA1
4pr7J7wzgObkE3DD3Izi7q,6TYPoBrn53njY2C0WwdmA1
3vDUJHQtqT3jFRZ2ECXDTi,6TYPoBrn53njY2C0WwdmA1
3q7HBObVc0L8jNeTe5Gofh,3hwwIr2pcL2IWBpEUj5Hya
7dGJo4pcD2V6oG8kP0tJRR,4UhUXGXEeq3mPJyzZkx9fY
3q7HBObVc0L8jNeTe5Gofh,4UhUXGXEeq3mPJyzZkx9fY
3PDMMt0Ip2WHysoAOEAdBq,4UhUXGXEeq3mPJyzZkx9fY
3vDUJHQtqT3jFRZ2ECXDTi,4UhUXGXEeq3mPJyzZkx9fY
3q7HBObVc0L8jNeTe5Gofh,1FKFCvi0i46qEJLZSEBH8p
3q7HBObVc0L8jNeTe5Gofh,36Hwcla06Q5BCr59CL0sBp
31TPClRtHm23RisEBtV3X7,36Hwcla06Q5BCr59CL0sBp
5Y5TRrQiqgUO4S36tzjIRZ,36Hwcla06Q5BCr59CL0sBp
3q7HBObVc0L8jNeTe5Gofh,6xChOqrClteugb4RwSD1kS
246dkjvS1zLTtiykXe5h60,7xQAfvXzm3AkraOtGPWIZg
246dkjvS1zLTtiykXe5h60,32lItqlMi4LBhb4k0BaSaC
246dkjvS1zLTtiykXe5h60,7CZyCXKG6d5ALeq41sLzbw
6ZLTlhejhndI4Rh53vYhrY,7CZyCXKG6d5ALeq41sLzbw
0Y5tJX1MQlPlqiwlOH1tJY,7CZyCXKG6d5ALeq41sLzbw
246dkjvS1zLTtiykXe5h60,6eT7xZZlB2mwyzJ2sUKG6w
7iZtZyCzp3LItcw1wtPI3D,4jTiyLlOJVJj3mCr7yfPQD
7iZtZyCzp3LItcw1wtPI3D,2L8cFPItBljPNJgPjTnuIf
7iZtZyCzp3LItcw1wtPI3D,5uqphUYsR45kPYplrYSAQh
0hCNtLu0JehylgoiP8L4Gh,5uqphUYsR45kPYplrYSAQh
50co4Is1HCEo8bhOyUWKpn,5uqphUYsR45kPYplrYSAQh
0c173mlxpT3dSFRgMO8XPh,7FYH5AW3bVfZHJIQpq3UOA
3crnzLy8R4lVwaigKEOz7V,7FYH5AW3bVfZHJIQpq3UOA
0c173mlxpT3dSFRgMO8XPh,0SGkqnVQo9KPytSri1H6cF
7pFeBzX627ff0VnN6bxPR4,5YEOzOojehCqxGQCcQiyR4
5OrB6Jhhrl9y2PK0pSV4VP,6HfOzLLjsaXsehIFEsrxTk
3TVXtAsR1Inumwj472S9r4,6HfOzLLjsaXsehIFEsrxTk
5OrB6Jhhrl9y2PK0pSV4VP,3iL2l5gUqyPS6vDwJFgJTR
1Xfmvd48oOhEWkscWyEbh9,3iL2l5gUqyPS6vDwJFgJTR
5OrB6Jhhrl9y2PK0pSV4VP,3cSuhzV7wKX5diQ8hos78P
13y7CgLHjMVRMDqxdx0Xdo,3cSuhzV7wKX5diQ8hos78P
5OrB6Jhhrl9y2PK0pSV4VP,1EjzkhMFJgl08Qkn2uDV1d
1sBkRIssrMs1AbVkOJbc7a,3hQCHzkE5oSA3F1xM8bpcM
0QHgL1lAIqAw0HtD7YldmP,608a1wIsSd5KzMEqm1O7w3
3TVXtAsR1Inumwj472S9r4,608a1wIsSd5KzMEqm1O7w3
1sBkRIssrMs1AbVkOJbc7a,608a1wIsSd5KzMEqm1O7w3
55Aa2cqylxrFIXC767Z865,608a1wIsSd5KzMEqm1O7w3
6z7xFFHxYkE9t8bwIF0Bvg,6D1CstH1YvzNN8cPd9ay9Q
6aIm51fHkokqlJn2vzNTH8,6D1CstH1YvzNN8cPd9ay9Q
2l6Z31DakUv5Gl9yQPbLEl,6D1CstH1YvzNN8cPd9ay9Q
6aIm51fHkokqlJn2vzNTH8,65D95SmygxGCQGiI64eaZf
6z7xFFHxYkE9t8bwIF0Bvg,65D95SmygxGCQGiI64eaZf
3QnIBUOS4mUzs67rZ8r4c9,65D95SmygxGCQGiI64eaZf
6z7xFFHxYkE9t8bwIF0Bvg,2s9NvnrAU9WahyWRa0Ou9m
6aIm51fHkokqlJn2vzNTH8,2s9NvnrAU9WahyWRa0Ou9m
45a6gCQWq61lIUDmr1tKuO,2s9NvnrAU9WahyWRa0Ou9m
6z7xFFHxYkE9t8bwIF0Bvg,5nZRVPVZdHfNVaDnl1IaiY
6aIm51fHkokqlJn2vzNTH8,5nZRVPVZdHfNVaDnl1IaiY
5gCRApTajqwbnHHPbr2Fpi,7zBQRGpYImAdIZc97FNj3V
137W8MRPWKqSmrBGDBFSop,7zBQRGpYImAdIZc97FNj3V
7c0XG5cIJTrrAgEC3ULPiq,7zBQRGpYImAdIZc97FNj3V
3qnMl4DHT4gndzFAcG4FlM,7zBQRGpYImAdIZc97FNj3V
23rBupd4zSysh9lAzsSFb0,7zBQRGpYImAdIZc97FNj3V
5gCRApTajqwbnHHPbr2Fpi,7EZPH9Px3gXlxD5KJDwtwc
55Aa2cqylxrFIXC767Z865,7EZPH9Px3gXlxD5KJDwtwc
17lzZA2AlOHwCwFALHttmp,7EZPH9Px3gXlxD5KJDwtwc
6jJ0s89eD6GaHleKKya26X,5jrdCoLpJSvHHorevXBATy
5gCRApTajqwbnHHPbr2Fpi,5jrdCoLpJSvHHorevXBATy
0NWbwDZY1VkRqFafuQm6wk,20FZrLl9zSbO9b3DhaqO6M
5YGY8feqx7naU7z4HrwZM6,20FZrLl9zSbO9b3DhaqO6M
137W8MRPWKqSmrBGDBFSop,20FZrLl9zSbO9b3DhaqO6M
5gCRApTajqwbnHHPbr2Fpi,20FZrLl9zSbO9b3DhaqO6M
21E3waRsmPlU7jZsS13rcj,7seTcUFOhn5caSDbiSfsp0
5gCRApTajqwbnHHPbr2Fpi,7seTcUFOhn5caSDbiSfsp0
23zg3TcAtWQy7J6upgbUnj,7aXuop4Qambx5Oi3ynsKQr
5gCRApTajqwbnHHPbr2Fpi,7aXuop4Qambx5Oi3ynsKQr
7hJcb9fa4alzcOq3EaNPoG,12CdB878c6n94tTlNfPcCv
7hJcb9fa4alzcOq3EaNPoG,4675yUu8AUbE72T94BkLCD
2RdwBSPQiwcmiDo9kixcl8,4675yUu8AUbE72T94BkLCD
6B5fQU6gKaq7JPRL4YIg1B,4675yUu8AUbE72T94BkLCD
7hJcb9fa4alzcOq3EaNPoG,1wva1IlWLDNLgwipUWcmjy
7dGJo4pcD2V6oG8kP0tJRR,7lgvU7WnwcNZ8dbGUz8yhP
6DPYiyq5kWVQS4RGwxzPC7,7lgvU7WnwcNZ8dbGUz8yhP
7hJcb9fa4alzcOq3EaNPoG,7lgvU7WnwcNZ8dbGUz8yhP
4tujQJicOnuZRLiBFdp3Ou,7lgvU7WnwcNZ8dbGUz8yhP
1Oa0bMld0A3u5OTYfMzp5h,7lgvU7WnwcNZ8dbGUz8yhP
20sxb77xiYeusSH8cVdatc,3i1B1PnsfnOQPGVIzhf1lr
0A0FS04o6zMoto8OKPsDwY,3i1B1PnsfnOQPGVIzhf1lr
7hJcb9fa4alzcOq3EaNPoG,3i1B1PnsfnOQPGVIzhf1lr
7hJcb9fa4alzcOq3EaNPoG,3bA5Xfk5JyPGtBh00GX8Gk
6NyJIFHAePjHR1pFxwisqz,3bA5Xfk5JyPGtBh00GX8Gk
2B4ZHz4QDWJTXPFPgO5peE,3bA5Xfk5JyPGtBh00GX8Gk
1Oa0bMld0A3u5OTYfMzp5h,3bA5Xfk5JyPGtBh00GX8Gk
6DPYiyq5kWVQS4RGwxzPC7,1U8Ho1nOzKXYDvfigOuHG4
7hJcb9fa4alzcOq3EaNPoG,1U8Ho1nOzKXYDvfigOuHG4
0z4gvV4rjIZ9wHck67ucSV,1U8Ho1nOzKXYDvfigOuHG4
7hJcb9fa4alzcOq3EaNPoG,1G93i9ga7ZPEOqpiNhM1mq
0z4gvV4rjIZ9wHck67ucSV,1G93i9ga7ZPEOqpiNhM1mq
7hJcb9fa4alzcOq3EaNPoG,5R1WTY85gge1Ggd5rTMUJK
3Mcii5XWf6E0lrY3Uky4cA,3Feec7M9kLXDHag4iZcBxU
7sfl4Xt5KmfyDs2T3SVSMK,3Feec7M9kLXDHag4iZcBxU
7hJcb9fa4alzcOq3EaNPoG,3Feec7M9kLXDHag4iZcBxU
137W8MRPWKqSmrBGDBFSop,1eL8wZKx7CVJVbZG12becL
7hJcb9fa4alzcOq3EaNPoG,1eL8wZKx7CVJVbZG12becL
7c0XG5cIJTrrAgEC3ULPiq,1eL8wZKx7CVJVbZG12becL
6DPYiyq5kWVQS4RGwxzPC7,5XkeTGKcCkGF8l6fA9YpsS
3np2OYRZAgI4e6lxeGmGr8,5XkeTGKcCkGF8l6fA9YpsS
4xko5t5site4jVwopoCF21,5XkeTGKcCkGF8l6fA9YpsS
7hJcb9fa4alzcOq3EaNPoG,5XkeTGKcCkGF8l6fA9YpsS
1uNFoZAHBGtllmzznpCI3s,5E75Cr0oqxGoX0YYwdC3nZ
23zg3TcAtWQy7J6upgbUnj,5E75Cr0oqxGoX0YYwdC3nZ
7hJcb9fa4alzcOq3EaNPoG,5E75Cr0oqxGoX0YYwdC3nZ
3ipn9JLAPI5GUEo4y4jcoi,5E75Cr0oqxGoX0YYwdC3nZ
1tqhsYv8yBBdwANFNzHtcr,5TlAXiBCBwiQnIZUAA4Jkg
7hJcb9fa4alzcOq3EaNPoG,5TlAXiBCBwiQnIZUAA4Jkg
1ZwdS5xdxEREPySFridCfh,3ia3dJETSOllPsv3LJkE35
3GMoVpWJy4smKuxFuFTwXC,3ia3dJETSOllPsv3LJkE35
6DPYiyq5kWVQS4RGwxzPC7,3ia3dJETSOllPsv3LJkE35
4d3yvTptO48nOYTPBcPFZC,3RmKpob8xzv1pzHEQrMJah
4yiQZ8tQPux8cPriYMWUFP,3RmKpob8xzv1pzHEQrMJah
09A1kpyGbzYAPb8cEvee64,3RmKpob8xzv1pzHEQrMJah
2x8KDZdSONA3872CnhaAlX,7cFpB4ozcSwXuhqjvNbrbP
6DPYiyq5kWVQS4RGwxzPC7,4YtoipFgf4k0AfD17ZfD5X
7hJcb9fa4alzcOq3EaNPoG,4YtoipFgf4k0AfD17ZfD5X
1ZwdS5xdxEREPySFridCfh,6tDxrq4FxEL2q15y37tXT9
2YZyLoL8N0Wb9xBt1NhZWg,712uvW1Vezq8WpQi38v2L9
6mXlDbi03T8wXYwWYew0Ut,6SmPPtaMnfxgz5duA6t9Cu
0gcDAjaKZIKMdYJoIdrIfR,6SmPPtaMnfxgz5duA6t9Cu
1ZwdS5xdxEREPySFridCfh,0XRbYXQUymj9SJkrr8YK5B
0QJIPDAEDILuo8AIq3pMuU,1ixbwbeBi5ufN4noUKmW5a
3vDUJHQtqT3jFRZ2ECXDTi,0B2ZuTLZnWQ6gz8RlNwBu1
3RPYHNSwe3w0mtfJwKIN9P,3NOq1Gpiy4KwDni8NhOmHQ
1YfEcTuGvBQ8xSD1f53UnK,3HVJbdz0V402U5YggQK4Ao
6vXTefBL93Dj5IqAWq6OTv,3Jv1XgMPVjdN5xGfnRJ20s
1sBkRIssrMs1AbVkOJbc7a,3Jv1XgMPVjdN5xGfnRJ20s
3TVXtAsR1Inumwj472S9r4,3Jv1XgMPVjdN5xGfnRJ20s
55Aa2cqylxrFIXC767Z865,3Jv1XgMPVjdN5xGfnRJ20s
4pr7J7wzgObkE3DD3Izi7q,6Y9kdB2O0h9gq9y2vclsWT
2YZyLoL8N0Wb9xBt1NhZWg,0AOvNRgl0SMfOibWA5bP8o
28ExwzUQsvgJooOI0X1mr3,0AOvNRgl0SMfOibWA5bP8o
6GMYJwaziB4ekv1Y6wCDWS,2q4rjDy9WhaN3o9MvDbO21
4p07QU02SrLsaORo25h2Lg,2q4rjDy9WhaN3o9MvDbO21
3EiPgpJshyfFf6EaUP2b4W,0tIG1vFpmO37RDRvcjQRg0
5280kTRRRWiimaQiKswmlY,0tIG1vFpmO37RDRvcjQRg0
6lHL3ubAMgSasKjNqKb8HF,0tIG1vFpmO37RDRvcjQRg0
6GMYJwaziB4ekv1Y6wCDWS,0kswxxNV4DLBqJeMIqFh5n
6GMYJwaziB4ekv1Y6wCDWS,1iAWDVZem3Vx3Pb8fTUTEL
6GMYJwaziB4ekv1Y6wCDWS,6ATrsVaZT7XjkCynxM8cTS
1GbrJTB56Xs4XQGlmVbaCf,61ehOd7NByNLD1C5AcQhEb
6GMYJwaziB4ekv1Y6wCDWS,61ehOd7NByNLD1C5AcQhEb
6GMYJwaziB4ekv1Y6wCDWS,7n2Dqgp4iXd8Zorfj9XSYo
5MAp6rMiUJjRLXMWtArXRS,3c3uUUJUzIxnhynlz30dgV
3crnzLy8R4lVwaigKEOz7V,3c3uUUJUzIxnhynlz30dgV
0st5vgzw9XkH5ALJiUM1lE,3c3uUUJUzIxnhynlz30dgV
6nfYGe7IIuuP5bMY1jkJP6,3c3uUUJUzIxnhynlz30dgV
6AMa1VFQ7qCi61tCRtVWXe,3c3uUUJUzIxnhynlz30dgV
6mXlDbi03T8wXYwWYew0Ut,3c3uUUJUzIxnhynlz30dgV
6GMYJwaziB4ekv1Y6wCDWS,3c3uUUJUzIxnhynlz30dgV
6GMYJwaziB4ekv1Y6wCDWS,0N9b7upoCixmvrsF0e4XN3
3BeKHKMrAmeL5GkGQKNiFX,0N9b7upoCixmvrsF0e4XN3
6GMYJwaziB4ekv1Y6wCDWS,2PEDTqoTTUefVpJfjlAGE4
6GMYJwaziB4ekv1Y6wCDWS,5tPab9ITAFIgaKc4JLuqkB
1XkoF8ryArs86LZvFOkbyr,3aw9iWUQ3VrPQltgwvN9Xu
1HY2Jd0NmPuamShAr6KMms,5vQXxfGn1bjv5WESrYVVpw
7fObcBw9VM3x7ntWKCYl0z,5vQXxfGn1bjv5WESrYVVpw
4yiQZ8tQPux8cPriYMWUFP,07K4GcCDSTiXUF5ssyTRUM
0z4gvV4rjIZ9wHck67ucSV,07K4GcCDSTiXUF5ssyTRUM
0EmeFodog0BfCgMzAIvKQp,3ZFTkvIE7kyPt6Nu3PEa7V
7aBzpmFXB4WWpPl2F7RjBe,3ZFTkvIE7kyPt6Nu3PEa7V
5pKCCKE2ajJHZ9KAiaK11H,4TsmezEQVSZNNPv5RJ65Ov
3nFkdlSjzX9mRTtwJOzDYB,2igwFfvr1OAGX9SKDCPBwO
3DiDSECUqqY1AuBP8qtaIa,2igwFfvr1OAGX9SKDCPBwO
6vWDO969PvNqNYHIOW5v0m,4JehYebiI9JE8sR8MisGVb
55Aa2cqylxrFIXC767Z865,3uqinR4FCjLv28bkrTdNX5
3TVXtAsR1Inumwj472S9r4,5UsLjwBaTHBX4ektWIr4XX
5K4W6rqBFWDnAN6FQUkS6x,5UsLjwBaTHBX4ektWIr4XX
55Aa2cqylxrFIXC767Z865,5UsLjwBaTHBX4ektWIr4XX
7dGJo4pcD2V6oG8kP0tJRR,5UsLjwBaTHBX4ektWIr4XX
4OBJLual30L7gRl5UkeRcT,1IAzD1muglOxOcPbUHs70R
0fA0VVWsXO9YnASrzqfmYu,60PAzFNW3vAiAiVK6DRJfB
3Mcii5XWf6E0lrY3Uky4cA,1xMPwgmLHVXkIFYL0rvGiZ
3USpNaxpX1iNqNnQWqg9ob,1xMPwgmLHVXkIFYL0rvGiZ
5h6zIU8cm6UzAaHsjXmNKl,1xMPwgmLHVXkIFYL0rvGiZ
55Aa2cqylxrFIXC767Z865,4P7VFiaZb3xrXoqGwZXC3J
3pbi8H08p95NUZ7m6ybxUV,4P7VFiaZb3xrXoqGwZXC3J
5K4W6rqBFWDnAN6FQUkS6x,4mmkhcEm1Ljy1U9nwtsxUo
3nFkdlSjzX9mRTtwJOzDYB,7sLpSWxQazJzDVG6YGzlVs
1G9G7WwrXka3Z1r7aIDjI7,6bUNEbXT7HovLW6BgPCBsb
